,doty,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,datetime
27723,120,2,31,50,6,23,500,60,13.5,1003.4,3.6,0,1.6,29-04-2016 02:00
27724,120,3,29,58,5,21,500,57,13,1002.9,3.6,0,2.2,29-04-2016 03:00
27725,120,4,26,57,4,19,500,54,13.1,1002.9,3.5,0,2.2,29-04-2016 04:00
27726,120,5,33,44,5,18,500,56,12.1,1002.4,4.3,0,1.1,29-04-2016 05:00
27727,120,6,28,41,5,18,500,58,12.7,1002.1,4.4,0,1.9,29-04-2016 06:00
27728,120,7,32,72,7,26,500,50,13.3,1002.3,5.2,0,0.7,29-04-2016 07:00
27729,120,8,34,77,8,33,600,41,14.4,1002.5,6.2,0,0.7,29-04-2016 08:00
27730,120,9,42,54,14,33,800,53,16.8,1002.4,4.5,0,1,29-04-2016 09:00
27731,120,10,66,138,22,36,1100,72,18,1001.7,7.1,0,1.4,29-04-2016 10:00
27732,120,11,85,137,24,36,1200,83,19.3,1000.8,7.1,0,1.2,29-04-2016 11:00
27733,120,12,101,168,25,38,1400,95,20,999.7,8,0,1.8,29-04-2016 12:00
27734,120,13,125,198,28,36,1700,128,20.9,998.2,9.5,0,1.7,29-04-2016 13:00
27735,120,14,148,208,30,31,1800,169,22.5,996.8,10.6,0,1.8,29-04-2016 14:00
27736,120,15,162,206,30,32,1800,202,22.7,995.3,11.1,0,1.8,29-04-2016 15:00
27737,120,16,175,197,25,38,1700,233,21.8,995.2,10.9,0,3.2,29-04-2016 16:00
27738,120,17,158,251,19,42,1800,198,19.3,992.3,12.8,0.3,6.1,29-04-2016 17:00
27739,120,18,196,225,16,46,1700,192,20.9,993.4,12.8,0,4.4,29-04-2016 18:00
27740,120,19,175,179,16,34,1600,193,21.1,993.7,12,0,2.9,29-04-2016 19:00
27741,120,20,166,166,14,31,1500,182,19.8,993.7,12.3,0,1.1,29-04-2016 20:00
27742,120,21,165,165,10,39,1600,142,18.4,994.6,12.4,0,0.9,29-04-2016 21:00
27743,120,22,167,167,8,39,1600,129,16.8,995.1,12.9,0,1,29-04-2016 22:00
27744,120,23,170,170,7,38,1600,116,16.3,995,12.3,0,1.4,29-04-2016 23:00
27745,121,0,162,162,6,23,1400,117,15.6,994.5,12,0,1.5,30-04-2016 00:00
27746,121,1,150,150,5,17,1600,114,14.4,994.5,11.7,0,0.7,30-04-2016 01:00
27747,121,2,143,143,5,13,1100,98,13.5,994.5,11.5,0,1.3,30-04-2016 02:00
27748,121,3,143,143,3,14,1100,84,13,994.5,11.7,0,1.2,30-04-2016 03:00
27749,121,4,136,136,2,14,1100,83,12,994.4,10.7,0,0.2,30-04-2016 04:00
27750,121,5,129,129,2,27.364,1300,66,11.7,994.8,10.8,0,1.5,30-04-2016 05:00
27751,121,6,134,134,2,36,1400,43,11.8,995.2,10.9,0,2,30-04-2016 06:00
27752,121,7,129,129,2,31,1300,54,15.5,995.4,13,0,1.2,30-04-2016 07:00
27753,121,8,128,132,5,37,1300,72,19.7,995.4,11.5,0,0.5,30-04-2016 08:00
27754,121,9,114,133,7,28,1200,104,22.2,995.4,11.9,0,1.2,30-04-2016 09:00
27755,121,10,109,125,8,25,1100,131,24.9,994.8,10.4,0,1.9,30-04-2016 10:00
27756,121,11,83,87,8,15,900,153,27.3,994.3,8.2,0,1.9,30-04-2016 11:00
27757,121,12,84,158,10,16,900,191,27.3,993.8,9.6,0,2.6,30-04-2016 12:00
27758,121,13,94,220,10,20,1000,225,28.6,992.9,10.3,0,2.9,30-04-2016 13:00
27759,121,14,107,190,12,24,1000,256,29.3,992.3,10.4,0,3.2,30-04-2016 14:00
27760,121,15,113,231,10,25,900,279,29.1,991.6,11.2,0,4,30-04-2016 15:00
27761,121,16,74,148,8,21,700,230,29.3,990.9,10.9,0,3.7,30-04-2016 16:00
27762,121,17,65,178,8,18,700,224,28.6,990.7,12.1,0,3.2,30-04-2016 17:00
27763,121,18,73,224,9,24,800,227,27.4,990.6,13.3,0,3.1,30-04-2016 18:00
27764,121,19,86,215,10,22,900,214,25.3,991.8,14.4,0,3.1,30-04-2016 19:00
27765,121,20,85,192,9,21,900,175,23.7,992.7,14.9,0,3.2,30-04-2016 20:00
27766,121,21,100,177,9,21,1100,147,22.4,993.3,14.8,0,3.9,30-04-2016 21:00
27767,121,22,114,153,10,18,1100,147,21.6,993.3,14.7,0,2,30-04-2016 22:00
27768,121,23,127,149,10,16,1200,148,20.8,993.6,14.7,0,1.5,30-04-2016 23:00
27769,122,0,127,148,11,15,1200,148,20.3,993.7,14.6,0,2.4,01-05-2016 00:00
27770,122,1,136.75,155.9,9.45,18.9,1243.98,127.27,19.1,993,14.6,0,2.4,01-05-2016 01:00
27771,122,2,136,136,7,12,1200,122,19.2,992.5,14.9,0,1.9,01-05-2016 02:00
27772,122,3,135,138,7,11,1200,129,19,992,14.7,0,1.6,01-05-2016 03:00
27773,122,4,139,148,7,12,1200,132,19.2,991.8,14.7,0,1.4,01-05-2016 04:00
27774,122,5,140,140,8,11,1300,128,19,991.6,15.1,0,1.2,01-05-2016 05:00
27775,122,6,142,143,7,13,1400,114,18.4,991.8,14.7,0,1.8,01-05-2016 06:00
27776,122,7,153,156,8,19,1600,95,19.1,992.4,14.6,0,1.7,01-05-2016 07:00
27777,122,8,170,186,16,26,1800,81,20.3,992.5,14.9,0,1,01-05-2016 08:00
27778,122,9,171,191,25,27,1900,87,22,992.6,14.9,0,1.2,01-05-2016 09:00
27779,122,10,177,226,30,22,2000,112,23.2,992.3,15.5,0,1.5,01-05-2016 10:00
27780,122,11,169,246,27,14,1900,145,24.9,992.1,16.6,0,1.9,01-05-2016 11:00
27781,122,12,172,230,28,19,2000,163,25.6,991.8,16.4,0,2,01-05-2016 12:00
27782,122,13,179,226,28,25,2100,187,26.1,991.3,16.1,0,1.3,01-05-2016 13:00
27783,122,14,184,229,28,28,2300,199,26.4,990.9,16.3,0,2.2,01-05-2016 14:00
27784,122,15,188,206,28,24,2400,237,28,990,16.6,0,1.4,01-05-2016 15:00
27785,122,16,175,211,31,26,2500,256,27.2,989.7,15.9,0,0.9,01-05-2016 16:00
27786,122,17,172,216,31,27,2500,265,27,989.3,16,0,1.1,01-05-2016 17:00
27787,122,18,174,249,25,32,2500,245,26.1,989.3,16.1,0,1,01-05-2016 18:00
27788,122,19,184,208,20,28,2700,233,25,990.6,17,0,2,01-05-2016 19:00
27789,122,20,191,228,18,30,2700,208,24,991.6,16.5,0,1.5,01-05-2016 20:00
27790,122,21,186,226,14,21,2600,209,24.6,993.1,16.3,0,2.1,01-05-2016 21:00
27791,122,22,177,216,14,18,2500,216,23.2,992.5,17,0,2,01-05-2016 22:00
27792,122,23,168,168,12,26,2300,162,23,993.5,16.5,0,2.3,01-05-2016 23:00
27793,123,0,120,120,11,20,1600,135,22.7,994.1,13.2,0,2.5,02-05-2016 00:00
27794,123,1,59,59,7,11,1200,89,22.4,994.5,11.2,0,2.1,02-05-2016 01:00
27795,123,2,43,43,5,4,400,73,22.1,995,9.9,0,1.7,02-05-2016 02:00
27796,123,3,35,35,2,3,300,77,22.3,995.8,7.3,0,3.8,02-05-2016 03:00
27797,123,4,27,41,2,3,200,88,21.2,996.3,5.1,0,6,02-05-2016 04:00
27798,123,5,20,34,2,5.64,200,97,19.4,997.2,4.3,0,3.3,02-05-2016 05:00
27799,123,6,20,60,2,3,200,95,18.5,999.1,4.3,0,4.1,02-05-2016 06:00
27800,123,7,32,121,2,6,200,88,17.9,1000.2,4.5,0,1.2,02-05-2016 07:00
27801,123,8,61,337,2,7,200,80,16.7,1001.3,6.2,0,2.7,02-05-2016 08:00
27802,123,9,103,493,3,8,300,76,13.8,1002,8,0.4,2.4,02-05-2016 09:00
27803,123,10,64,64,2,12,300,60,12.8,1002.7,9.8,0.7,2.2,02-05-2016 10:00
27804,123,11,54,54,2,10,300,52,12.2,1001.8,9.9,0.7,1.1,02-05-2016 11:00
27805,123,12,38,38,2,7,300,55,11.8,1002.2,10.5,1.7,1.8,02-05-2016 12:00
27806,123,13,40,40,2,4,300,52,11.6,1002.1,10.2,1.2,1.4,02-05-2016 13:00
27807,123,14,37,37,2,6,300,53,11,1001.7,9.6,1.5,1.7,02-05-2016 14:00
27808,123,15,37,37,2,5,300,41,11,1001.4,9.7,1.7,1,02-05-2016 15:00
27809,123,16,39,39,2,9,300,38,11.1,1000.5,8.8,1,2.5,02-05-2016 16:00
27810,123,17,42,42,2,13,300,33,11.4,999,9.3,0.2,1.8,02-05-2016 17:00
27811,123,18,41,41,2,12,300,33,12.3,998.9,7.6,0,2.3,02-05-2016 18:00
27812,123,19,51,51,2,5,300,58,12.9,999.7,6.5,0,4.8,02-05-2016 19:00
27813,123,20,39,39,2,4,200,67,13,999.8,6.1,0,2.9,02-05-2016 20:00
27814,123,21,34,34,2,4,200,71,13.5,999.7,5.6,0,3.2,02-05-2016 21:00
27815,123,22,39,39,2,4,200,70,13.9,999.2,5.3,0,2.7,02-05-2016 22:00
27816,123,23,29,29,2,4,200,72,14,998.3,4.3,0,3.3,02-05-2016 23:00
27817,124,0,19,19,2,4,200,75,13.2,997.4,3.8,0,1.8,03-05-2016 00:00
27818,124,1,17,17,2,5,200,64,13.6,995.8,3.6,0,1.7,03-05-2016 01:00
27819,124,2,27,27,2,4,200,45,11.4,995,5.3,0,1.2,03-05-2016 02:00
27820,124,3,26,26,2,4,200,34,8.9,994.3,6.2,0,1.1,03-05-2016 03:00
27821,124,4,21,21,2,5,200,26,8.1,993.5,6.2,0,1.1,03-05-2016 04:00
27822,124,5,19,19,2,15,300,7,7.8,993.1,6.7,0,1.2,03-05-2016 05:00
27823,124,6,18,18,2,12,300,17,7.2,992.9,5.7,0,0.9,03-05-2016 06:00
27824,124,7,9,9,2,17,300,26,15.5,992.4,-0.3,0,4.2,03-05-2016 07:00
27825,124,8,3,3,2,10,200,56,17.9,992.3,-0.4,0,3,03-05-2016 08:00
27826,124,9,19,19,2,8,200,66,20.3,991.8,0.7,0,2.5,03-05-2016 09:00
27827,124,10,41,41,2,11,200,71,21.5,991.3,0.1,0,3.2,03-05-2016 10:00
27828,124,11,3,3,2,9,200,79,22.4,990.9,-6.4,0,6.6,03-05-2016 11:00
27829,124,12,11,43,2,8,200,88,23.2,990.5,-6.8,0,6.8,03-05-2016 12:00
27830,124,13,15,40,2,7,200,91,24.3,989.8,-9.3,0,6.5,03-05-2016 13:00
27831,124,14,44,121,2,9,200,92,25.1,989.3,-10,0,6.3,03-05-2016 14:00
27832,124,15,58,145,2,9,200,93,25.5,988.7,-11.2,0,6.3,03-05-2016 15:00
27833,124,16,25,125,2,8,100,95,25.5,988.5,-11.2,0,5.7,03-05-2016 16:00
27834,124,17,88,127,2,9,200,93,25.6,989.1,-11.2,0,6.3,03-05-2016 17:00
27835,124,18,53.15,150,2,9,200,92,25,989.7,-11.6,0,6.8,03-05-2016 18:00
27836,124,19,14,104,2,8,200,91,24.1,990.8,-10.8,0,4.4,03-05-2016 19:00
27837,124,20,21,59,2,7,200,91,23.3,992.1,-10.1,0,2.8,03-05-2016 20:00
27838,124,21,22,81,2,7,200,87,19.2,993.2,-5,0,2.3,03-05-2016 21:00
27839,124,22,25.18,68.14,2,9,200,79,16.8,993.9,-3.9,0,2.9,03-05-2016 22:00
27840,124,23,44,50,2,8,200,73,16,994.4,-3,0,2.8,03-05-2016 23:00
27841,125,0,44,70,2,9,200,60,14.3,994.6,-1.8,0,1.6,04-05-2016 00:00
27842,125,1,30,34,2,10,500,52,12,994.8,0.1,0,1.2,04-05-2016 01:00
27843,125,2,16,37,2,7,100,57,10.7,995.2,0.4,0,0.7,04-05-2016 02:00
27844,125,3,22,22,2,6,100,61,10.1,995.6,2,0,1.3,04-05-2016 03:00
27845,125,4,22,22,2,6,100,57,9.4,995.9,1.1,0,1,04-05-2016 04:00
27846,125,5,17,59,2,18.18,200,38,8.5,996.6,2.1,0,1.1,04-05-2016 05:00
27847,125,6,14,40,2,13,300,37,8.7,997.1,2.3,0,0.4,04-05-2016 06:00
27848,125,7,16,50,2,35,300,11,14.6,997.7,2.5,0,0.7,04-05-2016 07:00
27849,125,8,25,45,2,25,300,26,17.3,998.4,1.7,0,2,04-05-2016 08:00
27850,125,9,46,75,2,16,200,42,20,998.5,2.3,0,2.2,04-05-2016 09:00
27851,125,10,65,65,2,12,200,55,22.1,998.1,0,0,2.9,04-05-2016 10:00
27852,125,11,64,64,2,9,200,73,24.9,997.6,-1.1,0,2.4,04-05-2016 11:00
27853,125,12,75,75,2,7,200,91,25.9,996.7,-3.7,0,1.6,04-05-2016 12:00
27854,125,13,67,67,2,9,200,102,26.8,995.9,-2,0,2.9,04-05-2016 13:00
27855,125,14,59,59,2,20,200,102,26.1,996,-4.5,0,2.2,04-05-2016 14:00
27856,125,15,60,60,2,27,300,113,26.3,995.5,-2.4,0,0.8,04-05-2016 15:00
27857,125,16,57,61,2,22,300,133,27,994.8,-1,0,2.1,04-05-2016 16:00
27858,125,17,72,72,2,22,300,135,26.3,994.7,0.1,0,2.8,04-05-2016 17:00
27859,125,18,49,60,2,24,300,135,25,994.9,1.1,0,2.2,04-05-2016 18:00
27860,125,19,62,73,2,32,400,113,23.5,995.2,0.5,0,1.9,04-05-2016 19:00
27861,125,20,61,61,5,30,400,94,22.1,996.3,2.7,0,1.2,04-05-2016 20:00
27862,125,21,48,103,8,39,400,68,21.8,997.4,1.4,0,0.8,04-05-2016 21:00
27863,125,22,45,75,7,41,500,46,19.8,998,5.1,0,0.9,04-05-2016 22:00
27864,125,23,41,110,4,46,600,21,17.9,998.6,3.4,0,1,04-05-2016 23:00
27865,126,0,36,36,5,42,400,30,19.7,998.8,0.2,0,1.6,05-05-2016 00:00
27866,126,1,32,32,8,28,300,47,18.9,998.8,2.3,0,0.8,05-05-2016 01:00
27867,126,2,31,52,5,23,300,43,17.7,998.4,3.6,0,1,05-05-2016 02:00
27868,126,3,25,85,3,21,400,33,16.5,997.6,4.5,0,1,05-05-2016 03:00
27869,126,4,22,22,2,17,300,29,15.8,996.4,6,0,1.1,05-05-2016 04:00
27870,126,5,23,49,2,13,300,30,15.1,996.4,3.9,0,2.5,05-05-2016 05:00
27871,126,6,21,21,2,13,300,34,16.6,996.7,1.1,0,1,05-05-2016 06:00
27872,126,7,19,19,3,16,400,41,16.4,997.2,5.6,0,1.2,05-05-2016 07:00
27873,126,8,31,54,4,24,500,35,18.3,997.5,4.8,0,2.4,05-05-2016 08:00
27874,126,9,38,57,5,27,600,32,20.2,997.6,2.1,0,2.2,05-05-2016 09:00
27875,126,10,68,68,17,27,1000,75,20.8,997.7,3.9,0,1.6,05-05-2016 10:00
27876,126,11,67,144,17,26,1000,78,22.6,996.9,2.1,0,1.5,05-05-2016 11:00
27877,126,12,65,65,18,22,1100,100,23.5,995.8,3.9,0,2.1,05-05-2016 12:00
27878,126,13,43,94,18,19,1100,126,24.5,994.7,5.3,0,2.3,05-05-2016 13:00
27879,126,14,57,83,17,22,1000,132,25.8,994,5.9,0,2.1,05-05-2016 14:00
27880,126,15,54,80,16,28,1000,130,26.1,993,6.7,0,2,05-05-2016 15:00
27881,126,16,60,149,16,31,1000,131,24,992.9,7.6,0,2.9,05-05-2016 16:00
27882,126,17,58,118,16,28,1000,135,23.9,993.1,8.3,0,1.9,05-05-2016 17:00
27883,126,18,57,123,15,31,1100,126,22.5,993.5,8.6,0,2.1,05-05-2016 18:00
27884,126,19,53,90,13,33,1100,113,21,994.7,9.3,0,1.9,05-05-2016 19:00
27885,126,20,56,136,9,34,1100,85,18.9,996.2,9.9,0,1,05-05-2016 20:00
27886,126,21,52,52,8,28,1000,77,17.2,997.5,9.9,0,1.7,05-05-2016 21:00
27887,126,22,71,71,3,9,400,87,20.4,998.6,-11.1,0,5.4,05-05-2016 22:00
27888,126,23,165,695,2,2,200,98,19.1,999.4,-13.3,0,5.6,05-05-2016 23:00
27889,127,0,281,366.41,2,2,200,91,18,1000.3,-10.9,0,3.8,06-05-2016 00:00
27890,127,1,345,399.69,7.61,2,500,78,17.3,1000.6,-8.8,0,5.6,06-05-2016 01:00
27891,127,2,265,297.64,15.41,2,846.99,73,16.4,1001.1,-6.7,0,7.1,06-05-2016 02:00
27892,127,3,146,628,2,2,515.99,78.292372,14.9,1001.7,-5.5,0,2.2,06-05-2016 03:00
27893,127,4,62,148,2,2,100,79,12.8,1002.2,-3.5,0,1.1,06-05-2016 04:00
27894,127,5,45,123,2,5.51,200,79,12.7,1002.3,-3.2,0,2.1,06-05-2016 05:00
27895,127,6,29,87,2,3,200,78,11,1002.6,-0.2,0,1.2,06-05-2016 06:00
27896,127,7,31,55,2,9,200,67,15.8,1002.6,-0.5,0,0.9,06-05-2016 07:00
27897,127,8,27,45,2,11,200,67,16.6,1002.7,-2,0,2,06-05-2016 08:00
27898,127,9,32,46,2,6,200,76,18.8,1002.8,-1.7,0,4.2,06-05-2016 09:00
27899,127,10,42,42,2,5,200,78,19.6,1002.7,-3.3,0,6.1,06-05-2016 10:00
27900,127,11,42,42,2,4,200,80,20.9,1002.2,-3.6,0,7.9,06-05-2016 11:00
27901,127,12,33,33,2,3,200,81,22.3,1001.4,-5.6,0,5.3,06-05-2016 12:00
27902,127,13,34,34,2,2,200,85,23.3,1001,-5.7,0,6.1,06-05-2016 13:00
27903,127,14,32,55,2,4,200,85,24.5,1000.6,-5.8,0,4,06-05-2016 14:00
27904,127,15,29,73,2,5,200,85,25.5,1000.3,-5,0,2.9,06-05-2016 15:00
27905,127,16,36,56,2,6,200,82,25.5,1000.5,-5,0,4,06-05-2016 16:00
27906,127,17,20,20,2,6,200,81,24.8,1000.9,-6.6,0,5.3,06-05-2016 17:00
27907,127,18,21,21,2,6,200,79,24.2,1001.5,-7,0,4.1,06-05-2016 18:00
27908,127,19,20,25,2,4,200,79,22.9,1002.5,-8.1,0,3.9,06-05-2016 19:00
27909,127,20,25,25,2,7,200,74,21.6,1003.6,-8,0,3.2,06-05-2016 20:00
27910,127,21,14,34,2,6,200,74,21.2,1004.7,-6.5,0,3.8,06-05-2016 21:00
27911,127,22,10,37,2,5,200,75,20.6,1005.6,-7.9,0,3.3,06-05-2016 22:00
27912,127,23,12,40,2,4,200,81,20,1005.8,-8.4,0,3,06-05-2016 23:00
27913,128,0,25,102,2,4,100,70,16.9,1006.4,-5.6,0,1.5,07-05-2016 00:00
27914,128,1,19,19,2,4,200,71,17.1,1006.8,-7.4,0,2.7,07-05-2016 01:00
27915,128,2,26,83,2,4,100,68,14.1,1007.6,-4.2,0,1,07-05-2016 02:00
27916,128,3,15,81,2,5,100,59,12.9,1008.4,-2.6,0,2.6,07-05-2016 03:00
27917,128,4,27,27,2,4,100,61,11.2,1008.5,-2.6,0,0.7,07-05-2016 04:00
27918,128,5,19,19,2,3,100,63,9.9,1009.2,-0.3,0,1,07-05-2016 05:00
27919,128,6,18,49,2,4,100,59,13.1,1010,-1.7,0,2.2,07-05-2016 06:00
27920,128,7,19,19,2,14,200,46,16.6,1010.4,-1.5,0,1,07-05-2016 07:00
27921,128,8,31,59,2,27,200,37,18.9,1010.4,-1.6,0,1.4,07-05-2016 08:00
27922,128,9,33,49,2,21,200,47,21,1010.4,-1.6,0,1.9,07-05-2016 09:00
27923,128,10,27,42,2,15,200,60,22.5,1010.3,-3.8,0,1.7,07-05-2016 10:00
27924,128,11,36,36,2,6,200,79,23.5,1009.7,-6.5,0,1.5,07-05-2016 11:00
27925,128,12,32,32,2,6,200,85,24.2,1009.2,-7,0,2.7,07-05-2016 12:00
27926,128,13,30,30,2,6,200,99,25.3,1008.4,-4.1,0,2.9,07-05-2016 13:00
27927,128,14,35,35,2,9,200,107,25.5,1007.5,-6,0,3.3,07-05-2016 14:00
27928,128,15,29,29,2,9,200,115,26.5,1006.8,-5.2,0,2.8,07-05-2016 15:00
27929,128,16,27,27,2,12,200,120,26.2,1006.1,-6.6,0,3.2,07-05-2016 16:00
27930,128,17,39,39,2,17,200,127,25.6,1005.8,-8.3,0,3.6,07-05-2016 17:00
27931,128,18,33,46,2,23,200,132,24.8,1005.6,-7.7,0,3.8,07-05-2016 18:00
27932,128,19,35,98,2,26,200,127,23.2,1005.9,-4.9,0,2.3,07-05-2016 19:00
27933,128,20,31,40,2,33,300,98,21.1,1006.5,-4.2,0,1.1,07-05-2016 20:00
27934,128,21,38,145,6,40,500,76,19.2,1007.3,-0.8,0,1.4,07-05-2016 21:00
27935,128,22,37,112,9,39,600,57,17.3,1007.5,0,0,1.6,07-05-2016 22:00
27936,128,23,37,114,10,46,600,34,16.3,1007.7,0.4,0,1.4,07-05-2016 23:00
27937,129,0,31,81,11,45,600,28,14.9,1007.7,3.4,0,0.8,08-05-2016 00:00
27938,129,1,38,98,13,37,1000,21,13.7,1007.4,0.7,0,1.3,08-05-2016 01:00
27939,129,2,41,82,14,33,400,12,12.5,1006.8,3.4,0,1.5,08-05-2016 02:00
27940,129,3,31,107,6,29,500,5,11.4,1006.5,4.8,0,0.8,08-05-2016 03:00
27941,129,4,25,47,3,24,500,15,10.7,1006.2,4.4,0,0.7,08-05-2016 04:00
27942,129,5,26,63,3,28.405,600,13,10.3,1006,4,0,1.5,08-05-2016 05:00
27943,129,6,26,69,3,27,600,11,10.8,1006.3,4,0,1.6,08-05-2016 06:00
27944,129,7,34,59,6,31,700,9,13.7,1006.3,5.8,0,0.7,08-05-2016 07:00
27945,129,8,44,80,17,43,900,13,17.8,1006.1,4,0,1.7,08-05-2016 08:00
27946,129,9,91,185,33,53,1000,29,19.6,1005.9,4.5,0,1.7,08-05-2016 09:00
27947,129,10,94,150,35,49,900,45,21,1005.4,4.1,0,1.6,08-05-2016 10:00
27948,129,11,87,152,36,46,900,64,21.9,1004.6,4.4,0,2,08-05-2016 11:00
27949,129,12,99,166,33,51,1000,81,22.9,1003.6,4.9,0,2.9,08-05-2016 12:00
27950,129,13,102,166,29,70,1000,83,24.5,1002.4,6.7,0,2.2,08-05-2016 13:00
27951,129,14,81,145,24,38,800,135,26.4,1001.3,7.4,0,3.4,08-05-2016 14:00
27952,129,15,61,93,19,16,600,172,26.7,1000.4,7.2,0,3.2,08-05-2016 15:00
27953,129,16,46,99,15,13,500,179,26,999.9,7.1,0,3.8,08-05-2016 16:00
27954,129,17,56,129,12,13,600,182,26,999.5,8,0,2.4,08-05-2016 17:00
27955,129,18,70.25,142.4,18,19,700,168,24.2,999.4,9.4,0,3.9,08-05-2016 18:00
27956,129,19,71.83,140.87,20,24,800,158,23,999.9,9,0,2.7,08-05-2016 19:00
27957,129,20,53,113,15,26,800,144,21.7,1000.6,8.9,0,2.6,08-05-2016 20:00
27958,129,21,48,132,12,28,700,118,20.8,1001.4,8.8,0,1.2,08-05-2016 21:00
27959,129,22,44,136,10,28,500,102,20.2,1002.2,9.1,0,1.4,08-05-2016 22:00
27960,129,23,40,93,8,20,400,101,18.7,1002.3,9.7,0,0.8,08-05-2016 23:00
27961,130,0,51,100,6,32,400,66,16.9,1002.8,10.3,0,0.4,09-05-2016 00:00
27962,130,1,39,74,6,42,400,45,16.8,1002.4,8.7,0,1.2,09-05-2016 01:00
27963,130,2,28,79,4,43,300,35,16,1002.5,8.2,0,1.2,09-05-2016 02:00
27964,130,3,27,99,3,33,300,37,14.4,1002.6,10.2,0,0.8,09-05-2016 03:00
27965,130,4,25,70,3,30,300,39,14.1,1002.9,10.1,0,0.7,09-05-2016 04:00
27966,130,5,27,102,3,30,400,30,13.8,1003,9.2,0,1.7,09-05-2016 05:00
27967,130,6,28,68,2,16,400,31,14.2,1003.4,9,0,1.5,09-05-2016 06:00
27968,130,7,35,74,2,20,500,28,15.1,1003.3,9.9,0,0.5,09-05-2016 07:00
27969,130,8,58,108,5,44,600,14,17.1,1003.6,9.8,0,0.6,09-05-2016 08:00
27970,130,9,57,111,5,36,600,19,18,1003.6,9.3,0,1.4,09-05-2016 09:00
27971,130,10,71,87,6,24,500,56,19.5,1003.8,9.9,0,1.4,09-05-2016 10:00
27972,130,11,73,80,6,14,500,79,21.1,1003.6,10.3,0,1.4,09-05-2016 11:00
27973,130,12,66,82,4,11,400,81,20.9,1003.7,9.5,0,3,09-05-2016 12:00
27974,130,13,34,34,2,4,300,81,19.3,1003.8,9.2,0,3.4,09-05-2016 13:00
27975,130,14,16,47,2,2,300,85,16.5,1004.6,10.6,0.1,3.3,09-05-2016 14:00
27976,130,15,15,52,2,5,300,78,18.5,1003.7,10.6,0,1.1,09-05-2016 15:00
27977,130,16,21,21,2,10,300,76,18.2,1003.2,10.6,0,3.4,09-05-2016 16:00
27978,130,17,23,37,2,12,300,75,18.1,1002.9,10.2,0,4.1,09-05-2016 17:00
27979,130,18,24,24,2,16,400,67,18.3,1002.4,10.4,0,1.3,09-05-2016 18:00
27980,130,19,25,41,2,19,400,59,17.9,1002.4,11.2,0,1.1,09-05-2016 19:00
27981,130,20,22,22,2,21,400,48,16.8,1002.6,11.7,0,0.7,09-05-2016 20:00
27982,130,21,30,46,2,27,500,33,15.6,1003.1,11,0,1.3,09-05-2016 21:00
27983,130,22,26,58,2,47,500,3,14.1,1003.3,11.3,0,0.2,09-05-2016 22:00
27984,130,23,26,26,2,25,500,22,13.2,1002.9,10.4,0,0.8,09-05-2016 23:00
27985,131,0,23,34,2,8,400,30,12.2,1003.4,9.6,0,1.1,10-05-2016 00:00
27986,131,1,23,23,2,20,700,21,11.7,1003,9.6,0,2.1,10-05-2016 01:00
27987,131,2,22,23,2,6,300,20,10.7,1003,9.1,0,1,10-05-2016 02:00
27988,131,3,21,21,2,4,300,22,10,1002.9,8.6,0,1.1,10-05-2016 03:00
27989,131,4,20,20,2,4,300,20,9.6,1002.9,8.5,0,1.2,10-05-2016 04:00
27990,131,5,18,18,2,13,400,22,9.4,1002.6,8.3,0,1.6,10-05-2016 05:00
27991,131,6,17,17,2,11,400,20,10.1,1002.7,8.5,0,1,10-05-2016 06:00
27992,131,7,17,32,2,16,400,15,14.7,1002.7,10.1,0,1,10-05-2016 07:00
27993,131,8,21,23,2,15,400,22,17.9,1002.6,10,0,1.9,10-05-2016 08:00
27994,131,9,27,39,2,13,300,34,19.5,1002.3,10.2,0,1.8,10-05-2016 09:00
27995,131,10,39,39,2,13,300,45,21.6,1002,9.5,0,1.2,10-05-2016 10:00
27996,131,11,37,37,2,10,400,77,24.3,1001.4,7.9,0,2,10-05-2016 11:00
27997,131,12,39,39,2,10,400,100,25.8,1000.4,5.9,0,1.9,10-05-2016 12:00
27998,131,13,33,33,2,6,300,118,26.4,999.4,4.8,0,2.3,10-05-2016 13:00
27999,131,14,34,34,2,8,300,129,27.4,998.4,2.4,0,3,10-05-2016 14:00
28000,131,15,47,54,2,13,300,138,27.9,997.8,4.2,0,2.5,10-05-2016 15:00
28001,131,16,51,69,2,15,300,156,27.6,997.2,5.2,0,2.1,10-05-2016 16:00
28002,131,17,68,68,2,17,400,170,27,996.7,3.5,0,1.6,10-05-2016 17:00
28003,131,18,91,91,2,22,400,178,25.9,996.6,4.9,0,2.3,10-05-2016 18:00
28004,131,19,56,109,2,25,400,163,24.5,996.8,6.7,0,2,10-05-2016 19:00
28005,131,20,53,143,3,32,500,137,23.8,997.2,8.2,0,2.3,10-05-2016 20:00
28006,131,21,65,88,4,30,500,122,21.6,997.7,8.1,0,1.5,10-05-2016 21:00
28007,131,22,70,118,3,45,600,82,19.1,997.8,10.4,0,1.5,10-05-2016 22:00
28008,131,23,70,177,2,47,700,49,18.1,997.6,10,0,1.2,10-05-2016 23:00
28009,132,0,59,75,2,34,700,47,17.1,997.6,9.5,0,0.6,11-05-2016 00:00
28010,132,1,57,96,5,56,700,31,16.6,997,10.4,0,0.9,11-05-2016 01:00
